"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of ERK1 and ERK2 cascade","GO:0070374","4.8579541597811455e-40","39.31354658756465","210","1691","88","21017","LGALS9,TLR4,CCL21,NRP1,CCL25,HCRTR1,SEMA7A,RASGRP1,ABL1,EGFR,HRAS,PDGFB,TGFB1,TNF,EPO,APOE,FGA,FGB,FGG,PDGFA,CD74,IGF1,ITGB3,ICAM1,INHBA,PTPRC,FGF4,SERPINF2,FGF2,HMGB1,CCL3,BMP4,SRC,CCL4,CCL2,CCL5,MIF,DRD2,BRAF,VEGFA,ALOX15,PDGFRA,CD36,ADCYAP1,FGFR3,FSHR,F2R,MT3,HTR2A,HTR2C,ARRB2,CCR7,PHB,OPRM1,HTR2B,NOTCH1,P2RY1,XCL1,ARRB1,F2RL1,TIRAP,RAP1A,CX3CL1,NRG1,PTPN11,SLAMF1,PTK2B,GAS6,GPNMB,AGER,ANGPT1,NPY5R,FFAR4,SCIMP,NPSR1,HAVCR2,NODAL,GPER1,PHB2,CCL19,CIB1,FGF23,NRXN1,NDRG4,PYCARD,PTPN22,GPR55,TNFRSF11A"
"GO:BP","myeloid leukocyte differentiation","GO:0002573","5.437670391824241e-40","39.26458712101301","239","1691","94","21017","AP3B1,TLR4,TNFRSF11B,PDE2A,TLR3,LILRB3,MITF,FSTL3,IL33,MYC,TGFB1,FSHB,TNF,IFNG,APCS,PF4,LTF,CSF2,CD74,INHA,IL4,RB1,LYN,INHBA,PARP1,CCL3,RARA,KIT,IAPP,BMP4,SRC,MT1G,CEACAM1,LIF,VEGFA,CREB1,CEBPB,PTPN2,NF1,KITLG,GATA2,FSHR,PRTN3,PIK3R1,IL12B,HOXA7,CCR7,CTNNB1,FBN1,TGFBR2,PPARG,MTOR,GPC3,NAGLU,F2RL1,UCP2,CLDN18,RELB,IL1RL1,ROR2,ID2,ZFP36L1,PPP3CA,KLF10,FADD,CUL4A,TOB2,IRF4,GPR68,ADIPOQ,CARTPT,IFI16,IL23R,ZBTB46,ZFPM1,SFRP1,JAGN1,TMEM178A,LILRB4,IL31RA,ZNF675,UBASH3B,INPP5D,SIRT1,TRIB1,CCL19,CITED2,NDFIP1,DCSTAMP,IL23A,CTNNBIP1,GPR55,MAFB,TNFRSF11A"
"GO:BP","immune response-activating cell surface receptor signaling pathway","GO:0002429","6.103947545966165e-40","39.214389207129734","306","1691","107","21017","ACOD1,TLR4,FCN1,NCR3,RAB29,PLSCR1,IRAK2,LPXN,SH2D1A,FCN3,BCL10,ABL1,ADA,HRAS,LTF,PRNP,THY1,PRKCB,LCK,LYN,PTPRC,BCL2,MBL2,SRC,CEACAM1,BRAF,EZR,CD19,VAV1,PTPN2,CR1,LBP,PLCG1,NFKB1,NR1D1,TNFAIP3,NFKBIA,KLRK1,PIK3R1,CD38,PTPN6,FCER1G,CCR7,GBP1,MNDA,CSK,BAG6,DUSP3,IRAK1,NAGLU,F2RL1,UBASH3A,TIRAP,PRKCE,PTK2,PRKCD,BTK,MEF2C,BAX,PDE4D,EP300,PTPRJ,TRIM32,TRAF3,NR1H3,EIF2B5,PAK1,GPS2,NMI,SQSTM1,SHB,STK11,MICB,ZC3H12A,RC3H1,DAB2IP,TRAT1,SCIMP,VTCN1,TAX1BP1,TICAM2,TICAM1,LAX1,GCSAM,BANK1,LILRB4,NFKBID,BTN2A2,NECTIN2,INPP5D,RAB7B,PELI1,PAWR,FOXP3,WNK1,SLA2,PLEKHA1,CYLD,PHPT1,C5AR2,CD300A,EIF2B4,RABGEF1,STAP1,PLCL2,PTPN22,LY96"
"GO:BP","regulation of production of molecular mediator of immune response","GO:0002700","7.48176968594561e-40","39.12599566497802","188","1691","83","21017","TLR4,SMAD7,TLR3,SEMA7A,IL33,BCL10,TGFB1,TNF,IFNA2,IFNB1,IL1B,APOA1,APOA2,RBP4,CD74,IL4,IL6,CD55,PTPRC,TGFB3,KIT,HLA-E,MIF,CD36,HLA-G,CR1,IL10,TNFSF4,IL4R,AXL,IL13,PHB,CD96,BCL6,WNT5A,CCR2,CD86,STAT6,MSH2,TNFRSF4,XCL1,JAK3,TMBIM6,F2RL1,B2M,TGFB2,BTK,BST2,SLAMF1,IL13RA2,ANGPT1,TWIST1,PKN1,HFE,RAET1G,IL27RA,SCIMP,MAVS,NLRX1,TICAM2,TICAM1,LILRB4,MZB1,RSAD2,TNFRSF14,SIRT1,NLRP3,P2RX7,PHB2,LITAF,NDFIP1,FOXP3,CUEDC2,IL21,SPINK5,RTN4,TLR9,MAD2L2,RABGEF1,PYCARD,PTPN22,UBE2J1,IRAK3"
"GO:BP","hemostasis","GO:0007599","7.857152733312946e-40","39.10473480462648","235","1691","93","21017","STXBP3,AP3B1,TLR4,PLSCR1,FZD6,DGKI,F2,PLG,F12,PDGFB,COL3A1,APOE,FGA,FGB,FGG,APOH,PF4,KLKB1,PROC,PDGFA,HRG,KRT1,ITGB3,SERPINB2,SERPINE1,SERPING1,IL6,EDN1,LCK,SERPINE2,THBD,PROS1,LYN,THBS1,CTSG,SERPINF2,F7,ADRA2A,SRC,CEACAM1,VAV1,PDGFRA,CD36,TPH1,ADRA2B,VCL,ADRA2C,TSPAN8,C4BPB,FBLN1,F2R,ADORA2A,PTPN6,NOS3,FCER1G,AVPR2,AXL,SLC6A4,PRDX2,HNF4A,WAS,P2RY1,RAB27A,F2RL1,WNT3A,RAP2B,STXBP1,HBB,CYP4F2,PLAUR,PRKCD,TYRO3,DMTN,MERTK,ILK,PRKG1,GAS6,SHH,NFE2L2,BLOC1S3,ADAMTS18,UBASH3B,DTNBP1,CPB2,TSPAN32,C1QTNF1,VPS33B,HPS4,BLOC1S4,BLOC1S6,HPS5,FOXA2,F11R"
"GO:BP","homeostasis of number of cells","GO:0048872","7.992145569370129e-40","39.09733661444694","323","1691","110","21017","LGALS9,AP3B1,TNFRSF13B,AIM2,BCL2L11,FOXO3,TNFSF14,UFL1,BCL10,SOD1,ABL1,ADA,TGFB1,EPO,IL2RA,ANXA1,CD74,INHA,SLC25A5,ISG15,IL6,RB1,LYN,INHBA,HMGB1,HMOX1,HSPA1A,BCL2,KIT,THRA,BCR,G6PD,BMP4,MIF,ETS1,VEGFA,PPP3CB,IL7R,PTPN2,HOXA5,NF1,TNFAIP3,KITLG,GATA2,F2R,FAS,ZFP36,ITPKB,NOS3,PPP2R1A,AXL,CORO1A,AKT1,PRDX2,CCR7,ACVR1B,HSPA9,RPS19,STAT3,BCL6,CCR2,STAT1,CASP3,NOTCH1,SOX9,NOV,CX3CR1,STAT5B,JAK3,CEBPG,NLRP6,B2M,PPP2CA,PRKDC,HAMP,ID2,PTPN11,BTK,MEF2C,PRDX1,SOX4,ZFP36L1,BAX,DMTN,MERTK,FADD,EZH2,PKN1,HIF1A,RC3H1,IL20RB,LDB1,SPNS2,ZFPM1,ADGRF5,ZC3H8,INPP5D,CDK5RAP3,P2RX7,TSC22D3,PRMT1,CITED2,LGR4,GLIS2,FOXP3,CYLD,TRIM10,KLF13,MAFB,ADGRG1"
"GO:BP","negative regulation of reproductive process","GO:2000242","8.88210886667407e-40","39.051483908047494","75","1691","53","21017","OVOL1,HPGDS,SNAI1,SOD1,ADA,TIMP1,SEMG1,IGF1,WEE2,KIT,BMP4,LIF,GJA1,BMP7,WT1,NPR2,ZP3,NPPC,TTK,SERPINF1,WNT5A,CDKN1B,ARHGDIB,WNT4,UBE2B,SEMG2,ZP2,BCL2L1,ZP4,OVGP1,PRDX4,NR5A1,RPS6KA2,SHB,RGN,TRIP13,STK11,SPINK13,FBXO43,GPR149,HORMAD1,SULF1,TEX11,ACVR1C,ZFPM2,EAF2,MAEL,NODAL,NKX3-1,SYCP2,FBXO5,DMRT1,PTGDR2"
"GO:BP","cellular response to toxic substance","GO:0097237","9.360192128963456e-40","39.02871523676485","126","1691","68","21017","PXDNL,CCS,MGST3,CLIC2,PARK2,GPX5,APOM,DHFR,GSR,SOD1,HP,TNF,APOE,ALB,CAT,SOD2,MPO,FABP1,TPO,GPX1,GSTA1,SOD3,GSTP1,GSTM1,TXN,MGST1,PIM1,NQO1,CD36,BMP7,GPX2,GSTM3,LPO,GPX3,PTGS1,MT3,GSTM2,NOS3,PRDX6,PRDX5,PRDX3,GCH1,PRDX2,PTGS2,SESN2,HBB,GSTO1,ATP7A,PRDX1,PRDX4,NFE2L2,CYP1B1,LTC4S,NXN,TXNDC2,TXNRD3,GPX8,CYGB,PXDN,TP53INP1,GPX7,PARK7,MGST2,TXNDC17,SRXN1,DUOX2,DUOX1,SESN1"
"GO:BP","heart morphogenesis","GO:0003007","1.1800128315417873e-39","38.92811327011973","266","1691","99","21017","DLL1,DVL1,NRP1,SMAD7,SPRY1,SNAI2,SLIT3,FOXH1,SLIT2,BMP10,SNAI1,HAND1,WNT11,TGFB1,COL2A1,RBP4,TP53,EDN1,TH,TPM1,MYL2,PIM1,COL11A1,BMP4,VEGFA,GJA1,ENG,BMP7,RYR1,BMP5,MSX1,NOS3,CTNNB1,MSX2,SOX11,BMPR1A,ACVRL1,TGFBR2,WNT5A,HTR2B,MTOR,NOTCH1,SOX9,NPY2R,GSK3A,NAGLU,EMP2,CAV3,WNT3A,TGFB2,FKBP1A,SMAD3,NRG1,PTK2,MEF2C,SOX4,FOXF1,NOG,ILK,ADAM15,PKD2,BMPR2,HES1,IHH,SHH,TWIST1,NPY5R,HIF1A,ARID2,BBS7,ZFPM1,BBS5,LEMD2,ZFPM2,RYR2,PROX1,HAS2,SFRP2,DLC1,BBS4,NODAL,RBM15,TBX5,PKP2,CITED2,SEMA3C,EGLN1,SAV1,SOX17,HEYL,RTN4,DLL4,CHD7,ADAMTS1,NDRG4,SUFU,FZD1,AXIN2,ROBO1"
"GO:BP","B cell activation","GO:0042113","1.426581734984432e-39","38.84570334070104","282","1691","102","21017","FZD9,TLR4,DLL1,TNFRSF13B,NBN,RASGRP1,ABL1,ADA,TGFB1,IFNA2,IFNB1,CD74,TP53,INHA,IL4,SLC25A5,IL6,PRKCB,LYN,ERCC1,INHBA,PTPRC,BCL2,KIT,MIF,CD19,IL7R,PTPN2,CHRNB2,CR1,IL11,TNFAIP3,IL10,TNFSF4,CD27,PIK3R1,CD38,PTPN6,IL13,PHB,AHR,BCL6,MNDA,CD86,STAT6,CASP3,CDKN2A,MSH2,TNFRSF4,MMP14,STAT5B,JAK3,MSH6,CEBPG,HDAC4,WNT3A,TIRAP,PRKDC,ID2,IRF8,TOP2B,PRKCD,BTK,MEF2C,ZFP36L1,BAX,EP300,BST2,PTPRJ,GPS2,ATM,PTK2B,SHB,EZH2,PKN1,RC3H1,IL27RA,ADGRG3,TICAM1,TBC1D10C,LAX1,SFRP1,BANK1,LFNG,MZB1,INPP5D,BAD,FOXJ1,PELI1,PAWR,PHB2,NDFIP1,FOXP3,IL21,CYLD,TLR9,SAMSN1,CD300A,MAD2L2,PLCL2,HDAC5,IRS2"
"GO:BP","response to virus","GO:0009615","1.8095433369304645e-39","38.74243101147018","405","1691","124","21017","ACOD1,LGALS9,DDX3X,TRIM38,AIM2,DCLK1,PLSCR1,TLR3,TRIM13,FCN3,PPM1B,IL33,TGFB1,TNF,IFNA2,IFNB1,IFNG,IL1B,CXCL10,IL4,ISG15,IL6,ENO1,PTPRC,NMB,IFIT1,BCL2,IRF1,MBL2,CCL4,CCL5,TRIM27,SPN,TRIM21,EIF2AK2,NFKB1,AZU1,MX1,TNFAIP3,TNFSF4,IL12A,IL12B,PML,APOBEC3A,GBP1,PHB,OPRK1,STAT1,XCL1,CXCL12,HMGA2,F2RL1,NLRP6,DEFA3,ADARB1,SMAD3,IFITM2,RNASEL,FMR1,C1QBP,CXCL9,BAX,BCL2L1,DHX9,BST2,HYAL1,HYAL2,TRIM26,ILF3,TRIM32,TRAF3,FADD,TRIM28,NMI,TRIM25,TARBP2,OASL,MAPK11,HIF1A,IFI16,MICB,ZC3H12A,IL23R,APOBEC3H,USP17L2,UNC13D,ZC3HAV1,MAVS,NLRC5,IFNL1,TICAM1,APOBEC3F,IFNL3,TRAF3IP1,RSAD2,MUL1,APOBEC3D,ISG20,DHX58,TRIM11,NLRP3,TSPAN32,PHB2,LYST,CCL19,VAMP8,TRIM8,FOXP3,TRIM31,TRIM15,TRIM5,IL21,APOBEC3G,BPIFA1,IL23A,TLR9,DUOX2,APOBEC3C,EIF2AK4,MID2,PYCARD,PTPN22,CHMP3,IRAK3"
"GO:BP","response to reactive oxygen species","GO:0000302","1.861830416098365e-39","38.730059879051105","199","1691","85","21017","CCS,KLF4,FOXO3,PEX14,TRPA1,TRPM2,DHFR,SOD1,ABL1,EGFR,HP,CRYAB,APOE,CAT,ANXA1,SOD2,APOD,MPO,IL6,EDN1,JUN,FABP1,GPX1,SOD3,GSTP1,TPM1,HMOX1,BCL2,TXN,MAPT,SCGB1A1,SRC,NQO1,PDGFRA,FER,CD36,BMP7,TNFAIP3,MT3,NOS3,PRDX5,PRDX3,AXL,GCH1,AKT1,PRDX2,SLC8A1,STAT1,STAT6,CASP3,MAPK8,MAPK9,UCP2,SESN2,RHOB,RACK1,FKBP1B,HBB,TOP2B,ATP7A,PRKCD,BTK,PRDX1,HYAL1,HYAL2,PRKAA1,MAPK7,ATM,PKD2,PTK2B,PTPRK,EZH2,NFE2L2,HIF1A,CYP1B1,PTPRN,LRRK2,SETX,CYGB,HDAC2,SIRT1,PAWR,PARK7,PLEKHA1,SESN1"
"GO:BP","regulation of endothelial cell migration","GO:0010594","2.085797146810549e-39","38.68072793095486","168","1691","78","21017","KRIT1,WNT7A,ITGB1BP1,NRP1,PDPK1,KLF4,CXCL13,ROCK2,SLIT2,BMP10,ABL1,PLG,PDGFB,EGF,TGFB1,TNF,APOE,APOH,ANXA1,HRG,ITGB3,EDN1,DCN,THBS1,FGF4,FGF2,HMGB1,HMOX1,CEACAM1,ETS1,VEGFA,PLCG1,PTN,NF1,SP100,GATA2,PTPRM,NOS3,AKT1,PTGS2,SERPINF1,ACVRL1,PPARG,WNT5A,NOTCH1,MEOX2,STC1,EMP2,SYNJ2BP,RHOB,PTK2,MEF2C,MAP2K5,SEMA5A,PTK2B,PRKD1,ANGPT1,NFE2L2,HIF1A,AMOT,ZC3H12A,DAB2IP,VASH1,SVBP,PROX1,SIRT1,LGMN,CIB1,SEMA4A,RGCC,BCAS3,MMRN2,DLL4,ADAMTS9,GDF2,HDAC5,ANGPT4,STARD13"
"GO:BP","cellular detoxification","GO:1990748","2.242009848474325e-39","38.64936248401194","116","1691","65","21017","PXDNL,CCS,MGST3,CLIC2,GPX5,APOM,DHFR,GSR,SOD1,HP,APOE,ALB,CAT,SOD2,MPO,FABP1,TPO,GPX1,GSTA1,SOD3,GSTP1,GSTM1,TXN,MGST1,PIM1,NQO1,CD36,BMP7,GPX2,GSTM3,LPO,GPX3,PTGS1,MT3,GSTM2,NOS3,PRDX6,PRDX5,PRDX3,GCH1,PRDX2,PTGS2,SESN2,HBB,GSTO1,ATP7A,PRDX1,PRDX4,NFE2L2,LTC4S,NXN,TXNDC2,TXNRD3,GPX8,CYGB,PXDN,TP53INP1,GPX7,PARK7,MGST2,TXNDC17,SRXN1,DUOX2,DUOX1,SESN1"
"GO:BP","vesicle-mediated transport in synapse","GO:0099003","2.2852454043618786e-39","38.64106715575278","223","1691","90","21017","SNAP23,RAB27B,WNT7A,DVL1,TOR1A,UNC13B,CASK,SYN3,SNPH,SYNJ1,SYT7,PARK2,PPFIA3,STX11,ATP6AP2,SNCG,SNAPIN,ITGB3,PRKCG,PRKCB,TH,BRAF,PPP3CB,ATP2A2,SYN1,RAB3A,RAB3B,RAB5A,SYT1,DRD4,HTR1B,STX2,PFN2,CTNNB1,SNCA,P2RY1,NUMB,NAPA,WNT3A,PTEN,SNAP25,STX1B,STXBP1,ARF6,RAP1A,VAMP2,CDK5,NRG1,FMR1,STX3,PICALM,SCRIB,DOC2A,DOC2B,RAB3GAP1,CDK5R1,GRIK5,STX1A,LRRK2,SNAP47,CPLX2,CPLX4,SYT9,RIMS1,CADPS2,SYT12,NLGN1,STX19,UNC13C,SYT8,BRSK1,SYN2,DTNBP1,BTBD9,VPS35,P2RX7,SEPT5,SYT11,PACSIN1,SYT4,DNAJC5,RIMS4,SLC32A1,OTOF,RIMS3,BLOC1S6,NRXN1,UNC13A,STXBP5L,PCLO"
"GO:BP","blood coagulation","GO:0007596","2.451889670609668e-39","38.61049907596579","228","1691","91","21017","STXBP3,AP3B1,TLR4,PLSCR1,FZD6,DGKI,F2,PLG,F12,PDGFB,COL3A1,APOE,FGA,FGB,FGG,APOH,PF4,KLKB1,PROC,PDGFA,HRG,KRT1,ITGB3,SERPINB2,SERPINE1,SERPING1,IL6,EDN1,LCK,SERPINE2,THBD,PROS1,LYN,THBS1,CTSG,SERPINF2,F7,ADRA2A,SRC,CEACAM1,VAV1,PDGFRA,CD36,ADRA2B,VCL,ADRA2C,TSPAN8,C4BPB,FBLN1,F2R,ADORA2A,PTPN6,NOS3,FCER1G,AXL,SLC6A4,PRDX2,HNF4A,WAS,P2RY1,RAB27A,F2RL1,WNT3A,RAP2B,STXBP1,HBB,CYP4F2,PLAUR,PRKCD,TYRO3,DMTN,MERTK,ILK,PRKG1,GAS6,SHH,NFE2L2,BLOC1S3,ADAMTS18,UBASH3B,DTNBP1,CPB2,TSPAN32,C1QTNF1,VPS33B,HPS4,BLOC1S4,BLOC1S6,HPS5,FOXA2,F11R"
"GO:BP","response to xenobiotic stimulus","GO:0009410","2.5491042404285784e-39","38.59361240457888","436","1691","129","21017","TNFRSF11B,PDE2A,AIM2,TP73,TLR3,PAX4,FOXO3,TRPA1,OXSR1,SOD1,ABL1,EGFR,ADA,MYC,TGFB1,LTA,TNF,IL1B,APOA2,AMH,CAT,PRNP,SOD2,TP53,TYMS,ITGB3,EDN1,PRKCB,LCK,RB1,CRH,TH,GPX1,LYN,THBS1,GSTA1,GSTP1,FBP1,GSTM1,BCL2,TOP1,DMD,SCGB1A1,CDK4,SRC,XRCC5,DRD2,BRAF,VAV1,NQO1,CREB1,DPEP1,ENG,SRD5A1,GSTM3,DRD1,COMT,LPO,CDH3,IL10,GAL,NPPC,CRHBP,GSTM2,HTR1B,HTR2A,PTPRM,CD38,ADORA2A,NOS1,OXTR,SLC6A4,CTNNB1,NOS2,PTGS2,DRD3,AHR,SREBF1,TGFBR2,PPARG,SNCA,HNF4A,HTR2B,STAT1,CASP3,CDKN1B,MAP1B,CPT1A,RORC,MAP2K6,PRKAA2,SLC26A5,UBE2B,CYP4F2,GSTO1,ABAT,S100A12,SLC6A3,MEF2C,ADCY1,ABCC8,KCNH2,REST,PRKAA1,PTK2B,GAS6,KCNJ11,ADIPOQ,NFE2L2,CYP1B1,HADH,BLOC1S3,SFRP1,HDAC2,ABCC2,SFRP2,CPB2,WNK4,PPP1R9B,P2RX7,NPAS2,NKX3-1,SEMA3C,ABCG8,ABCG5,SUFU,FZD1,HDAC5,RAD54B"
"GO:BP","synaptic vesicle cycle","GO:0099504","2.9519380492671886e-39","38.529892761057575","200","1691","85","21017","SNAP23,RAB27B,WNT7A,DVL1,TOR1A,UNC13B,CASK,SYN3,SNPH,SYNJ1,SYT7,PARK2,PPFIA3,STX11,ATP6AP2,SNCG,SNAPIN,PRKCG,PRKCB,TH,BRAF,PPP3CB,ATP2A2,SYN1,RAB3A,RAB3B,RAB5A,SYT1,HTR1B,STX2,PFN2,CTNNB1,SNCA,P2RY1,NAPA,WNT3A,PTEN,SNAP25,STX1B,STXBP1,ARF6,RAP1A,VAMP2,CDK5,FMR1,STX3,PICALM,SCRIB,DOC2A,DOC2B,RAB3GAP1,CDK5R1,GRIK5,STX1A,LRRK2,SNAP47,CPLX2,CPLX4,SYT9,RIMS1,CADPS2,SYT12,NLGN1,STX19,UNC13C,SYT8,BRSK1,SYN2,DTNBP1,BTBD9,P2RX7,SEPT5,SYT11,PACSIN1,SYT4,DNAJC5,RIMS4,SLC32A1,OTOF,RIMS3,BLOC1S6,NRXN1,UNC13A,STXBP5L,PCLO"
"GO:BP","negative regulation of chemotaxis","GO:0050922","3.13748717776465e-39","38.50341804037543","62","1691","48","21017","NRP1,SEMA3E,CXCL13,GREM1,SEMA7A,SLIT2,SEMA3D,SEMA4F,C5,HRG,THBS1,ELANE,CYP19A1,CCL2,MIF,PTPN2,KLRK1,WNT5A,NBL1,NOTCH1,NOV,DUSP3,PLXNA3,AIF1,WNT3,WNT3A,SEMA3B,SEMA3F,SEMA5A,GPR18,SEMA6D,SEMA4D,SEMA3C,CORO1B,SEMA4C,MMP28,SEMA6A,SEMA4A,SEMA6C,SEMA6B,SEMA4B,SEMA3G,SEMA4G,SEMA5B,C5AR2,STAP1,PADI2,ROBO1"
"GO:BP","lymphocyte mediated immunity","GO:0002449","3.4298843864737416e-39","38.464720518780176","361","1691","116","21017","KLRF2,LGALS9,NCR3,SMAD7,SH2D1A,NBN,NCR1,RASGRP1,CRTAM,BCL10,C5,TGFB1,LTA,TNF,IFNA2,IFNB1,IL1B,C4BPA,CD74,IL4,SERPING1,IL6,ICAM1,FCER2,TUBB,ERCC1,CD55,PTPRC,HMGB1,CTSH,GZMB,MBL2,LAMP1,CEACAM1,HLA-E,PVR,CD19,VAV1,CD46,SPN,PPP3CB,IL7R,HLA-G,CR1,LAG3,C4BPB,ZP3,IL10,TNFSF4,IL4R,KLRK1,CD27,PTPN6,IL12A,IL12B,FCER1G,CORO1A,ARRB2,AHR,CD96,LEP,BCL6,CCR2,STAT6,WAS,MSH2,KIR3DL1,XCL1,SERPINB4,SERPINB9,RAB27A,STAT5B,MSH6,CEBPG,EMP2,B2M,TUBB4B,PRKCD,BTK,PRDX1,C1QBP,FADD,SLAMF1,IL13RA2,AGER,MICB,HFE,PIK3R6,IL23R,RAET1L,RAET1G,IL27RA,CLEC4G,IL20RB,UNC13D,LILRB4,RAET1E,HAVCR2,RSAD2,NECTIN2,INPP5D,FOXJ1,SLAMF6,NLRP3,P2RX7,LYST,NDFIP1,ULBP3,ULBP2,ULBP1,FOXP3,SLA2,IL21,IL23A,SLAMF7,MAD2L2"
"GO:BP","extrinsic apoptotic signaling pathway","GO:0097191","3.7242032765595324e-39","38.428966622137864","229","1691","91","21017","TLR4,BMPR1B,DDX3X,NRP1,TLR3,PDPK1,BCL2L11,FOXO3,SNAI2,NOL3,IL33,BCL10,TGFB1,TNF,IFNG,IL1B,COL2A1,FGA,FGB,FGG,PF4,CSF2,IGF1,IL4,SERPINE1,ICAM1,ITGAV,GPX1,THBS1,INHBA,PTPRC,GSTP1,HMOX1,HSPA1A,BCL2,BMP4,SRC,NF1,TNFAIP3,KITLG,ERBB3,BMP5,FGFR3,SP100,FAS,CD27,PIK3R1,IL12A,NOS3,PML,PPP2R1A,AKT1,PRDX2,CTNNA1,ACVR1B,GDNF,CASP2,HTT,GSK3A,GSK3B,TGFB2,PPP1CA,CX3CL1,SMAD3,NRG1,BAX,BCL2L1,HYAL2,STK4,FADD,MAP2K5,MAPK7,STK3,PEA15,DAB2IP,BLOC1S2,SFRP1,BAD,TMBIM1,SFRP2,PARK7,GPER1,P2RX7,CIB1,RNF41,TCF7L2,CYLD,NDUFA13,PYCARD,BOK,FAF1"
"GO:BP","response to oxygen levels","GO:0070482","4.553425382305124e-39","38.34166177588152","345","1691","113","21017","MSTN,SUV39H1,FOXO3,ZEB2,NOL3,ROCK2,STC2,KCNK2,ADA,MYC,TGFB1,LTA,TNF,EPO,CRYAB,ANG,CAT,SOD2,TP53,EDN1,ENO1,TH,FABP1,THBS1,SOD3,INHBA,F7,HMOX1,BCL2,TGFB3,SRC,DRD2,LIF,VEGFA,CHRNB2,ENG,BMP7,EGR1,ATF4,NF1,RYR1,COMT,NPPC,FAS,MT3,CD38,NOS1,PML,ADORA1,OXTR,SLC6A4,AKT1,NOS2,PTGS2,ACVRL1,PPARG,LEP,MTOR,CASP3,CDKN1B,NOTCH1,CXCL12,MMP14,CPT1A,IRAK1,STC1,TMBIM6,UCP2,CAV3,TGFB2,ABAT,SMAD3,PRKCE,PPARD,ATP7A,SOX4,ZFP36L1,PPARA,EP300,REST,PRKAA1,ATM,ADAM15,PIN1,PTK2B,ITPR1,KCNJ11,AGER,NONO,TWIST1,ADIPOQ,NFE2L2,HIF1A,SFRP1,CYGB,RYR2,HDAC2,BAD,SIRT1,ERO1A,PHB2,NKX3-1,CITED2,BRIP1,EGLN1,RGCC,SUV39H2,RTN4,FZD4,UBQLN1,ANGPT4,RWDD3,SIRT4"
"GO:BP","positive regulation of transferase activity","GO:0051347","4.800027270842301e-39","38.318756295219686","323","1691","109","21017","TLR4,DDX3X,ITGB1BP1,EREG,TLR3,PDPK1,NBN,PSMD10,RASGRP1,ABL1,EGFR,F2,HRAS,PDGFB,EGF,INS,TNF,IFNG,IL1B,APOA1,APOE,APOA2,LTF,ANG,PDGFA,PRNP,CD74,ERBB2,IGF1,ITGB3,IL4,EDN1,ADRB2,THBS1,HSP90AB1,ELANE,PTPRC,ADRA2A,FGF2,TXN,MAPT,SRC,XRCC5,EDN3,VEGFA,ADRA2B,ADCYAP1,ADRA2C,AZU1,DRD4,MT3,ERP29,AKT1,CCR7,CHRNA3,PHB,TGFBR2,SNCA,LEP,CD200,WNT5A,HTR2B,CD86,GSK3A,HMGA2,PLK1,EMP2,PTEN,TGFB2,RAP1A,PPP2CA,DLG4,S100A12,NRG1,MAP3K10,PTK2,PRKCD,PAK1,MAP2K5,UNC119,PTK2B,GAS6,ANGPT1,STK11,ADIPOQ,EZH2,NTRK3,CARTPT,LRRK2,PIK3R6,DAB2IP,PSRC1,PIBF1,PROX1,RAD50,BAD,ARRDC3,SIRT1,PARK7,PHB2,CCL19,CIB1,SRCIN1,RGCC,NRXN1,BTRC,CAB39,ROBO1,TNFRSF11A"
"GO:BP","production of molecular mediator of immune response","GO:0002440","4.932634515628326e-39","38.306921062467346","220","1691","89","21017","TLR4,SMAD7,TLR3,NBN,SEMA7A,IL33,BCL10,TGFB1,TNF,IFNA2,IFNB1,IL1B,APOA1,APOA2,RBP4,CD74,IL4,IL6,ERCC1,CD55,ELANE,PTPRC,TGFB3,KIT,HLA-E,MIF,CD36,HLA-G,CR1,MSH3,IL10,TNFSF4,IL4R,AXL,IL13,PHB,CD96,BCL6,WNT5A,CCR2,CD86,STAT6,MSH2,TNFRSF4,XCL1,JAK3,MSH6,TMBIM6,F2RL1,B2M,TGFB2,PRKDC,BTK,BST2,SLAMF1,IL13RA2,ANGPT1,TWIST1,PKN1,HFE,RAET1G,IL27RA,SCIMP,MAVS,NLRX1,TICAM2,TICAM1,LILRB4,MZB1,RSAD2,TNFRSF14,SIRT1,NLRP3,P2RX7,PHB2,LITAF,NDFIP1,FOXP3,CUEDC2,IL21,SPINK5,RTN4,TLR9,MAD2L2,RABGEF1,PYCARD,PTPN22,UBE2J1,IRAK3"
